prod_nm,menu1_nm,menu3_nm
오이건두부무침,한식,무침
양곰탕수제비,한식,
양곰탕온면,한식,
옥수수비빔면,한식,옥수수
죽순간장볶음밥,한식,
마파두부덮밥,한식,덮밥
누룽지,한식,누룽지
테라,한식,맥주
카스,한식,맥주
하이트,한식,
하얼빈,한식,
칭다오,한식,
처음처럼,한식,소주
참이슬,음료류,소주
진로,한식,소주
연태고량(125ml),음료류,
연태고량(250ml),음료류,고량주
연태고량(500ml),음료류,고량주
설원(250ml),음료류,고량주
설원(450ml),음료류,고량주
고량주(250ml),음료류,고량주
콜라,한식,탄산음료
사이다,음료류,탄산음료
모듬코스A(2인~3인),한식,
모듬코스B(4인),한식,
콤마리코타치즈샐러드,한식,
연어아보카도샐러드,한식,샐러드
국내산육우안심스테이크,한식,
국내산육우채끝등심스테이크,한식,
해산물매콤이크림파스타,한식,
해산물베이컨크림리조토,한식,
머쉬룸베이컨크림파스타,한식,
머쉬룸베이컨크림리조토,한식,
새우로제파스타,한식,파스타
새우로제리조토,한식,
빠네(매콤이),한식,
빠네(머쉬룸),한식,
빠네(로제),한식,
새우오일파스타,한식,파스타
해산물토마토파스타,한식,파스타
봉골레파스타,한식,파스타
알리오올리오,한식,
호밀빵,한식,빵
공기밥,한식,공기밥
허니꿀감자스틱,한식,
감바스,한식,
바게트추가,한식,빵
새콤달콤패션후르츠에이드,음료류,
오몽에이드,음료류,에이드
콜라(코카콜라),한식,
사이다(스프라이트),음료류,탄산음료
오렌지주스,음료류,주스
샹그리아와인,음료류,
테라,한식,맥주
카스,한식,맥주
호가든,음료류,
소주,음료류,소주
식사후아메리카노(Hot),음료류,아메리카노
식사후아메리카노(Ice),음료류,아메리카노
아메리카노테이크아웃(Hot),음료류,
아메리카노테이크아웃(Ice),음료류,아메리카노
얼그레이,한식,얼그레이
캐모마일,한식,캐모마일
복숭아아이스티,음료류,복숭아아이스티
유자차(Hot),음료류,유자차
유자차(Ice),음료류,유자차
핫초코,한식,핫초코
아이스초코,한식,초코
관자네온새우(L),기타,새우
관자네온새우(M),기타,새우
모모스테키(L),기타,
모모스테키(M),기타,
코코쉬림프(L),기타,새우
코코쉬림프(M),기타,
쓰리고(L),기타,
쓰리고(M),기타,
골드랑군(L),기타,
골드랑군(M),기타,
비포(L),기타,
비포(M),기타,
웨스틴콤보더블(L),기타,콤보
웨스틴콤보더블(M),기타,콤보
고고추장(L),기타,고추장
고고추장(M),기타,고추장
추장(L),기타,
추장(M),기타,
해쉬브라운,기타,
골드,기타,
치즈크러스트,양식,치즈
엣지리스,한식,지리
바이트,기타,
소보로,기타,
골드크러스트,양식,
비프츄리(L),기타,소고기
콘츄리(L),기타,
한턱쏘시지(L),기타,
한턱쏘시지(M),기타,
콰트로(L),기타,
콰트로(M),기타,
베이컨포테이토(L),기타,감자
베이컨포테이토(M),기타,감자
스파이시쉬림프(L),제과류,새우
스파이시쉬림프(M),제과류,새우
리치킨BBQ(L),일식,치킨
리치킨BBQ(M),일식,치킨
웨지포테이토(L),기타,감자
웨지포테이토(M),기타,감자
스윗고구마(L),기타,고구마
스윗고구마(M),기타,고구마
차슈(L),기타,
차슈(M),기타,
불고기(L),한식,불고기
불고기(M),한식,불고기
페페로니(L),기타,
페페로니(M),기타,
슈프림콤비(L),기타,콤비
슈프림콤비(M),기타,콤비
멜팅치즈(L),기타,치즈
멜팅치즈(M),기타,
콜라(M),기타,탄산음료
콜라(L),기타,탄산음료
사이다(M),음료류,탄산음료
사이다(L),음료류,탄산음료
생피클,기타,
피클모듬소스,기타,모둠
소스(갈릭디핑),기타,
소스(까망베르),기타,
소스(살사),양식,
소스(머스타드),기타,
핫소스,기타,
치즈가루,기타,치즈
빠삭후라이드(한마리),기타,후라이드
오븐구이치킨(한마리),일식,치킨
순살치킨,일식,순살치킨
스파이시치킨스테이크,제과류,스테이크
버팔로스틱(5개),한식,
치킨텐더(5개),일식,텐더
치즈스틱(5개),패스트푸드,치즈스틱
코코넛쉬림프(4개),기타,
플로리다랑군(5개),기타,
새우링(5개),기타,새우
치즈볼(5개),기타,치즈볼
콘볼,기타,
쉬림프미트파스타,양식,
쉬림프크림파스타,양식,크림파스타
베이컨크림파스타,양식,크림파스타
치즈오븐파스타,양식,파스타
불갈비파스타,양식,파스타
미트소스파스타,양식,파스타
육전,한식,소고기
오늘의파스타,한식,파스타
육회+파스타,한식,파스타
육전육회,한식,
육회(200g),한식,육회
뭉티기(예약가능),한식,
육회한 연어,한식,
육낙이(소/2인),한식,
육낙이(대/3~4인),한식,
육복이(소/2인),한식,
육복이(대/3~4인),한식,
육낙복,한식,
한우물회,한식,물회
소고기튀김,한식,튀김
육회주먹밥,한식,주먹밥
육회+소고기튀김,한식,튀김
국내산생(300cc),음료류,
스텔라생,한식,
처음처럼,한식,소주
참이슬,음료류,소주
진로,한식,소주
오비-라거,한식,
클라우드,한식,맥주
샤넬소주,음료류,
한라산,한식,소주
청하,음료류,청하
대선,한식,
깔라만시소주,음료류,소주
문배술,한식,
하회탈양주,한식,
토닉워터,한식,토닉
음료수,음료류,음료수
청춘소주,음료류,소주
아이셔에이슬,한식,
양념갈비(200g),한식,갈비
매운양념갈비(250g),한식,갈비
대패삼겹(180g),한식,삼겹살
돌판두루치기(1인분/2인이상),한식,
생삽겹살(180g),한식,
LA소갈비(200g),한식,소갈비
김치찌개추가,한식,김치찌개
소주,음료류,소주
맥주,음료류,맥주
막걸리,음료류,막걸리
청하,음료류,청하
산사춘,한식,산사춘
복분자,음료류,복분자
음료수,음료류,음료수
냉면,한식,냉면
냉국수,한식,국수
멸치국수,한식,국수
비빔국수,한식,비빔국수
간비국수,한식,국수
짜파게티,한식,
계란찜,한식,계란찜
누룽지,한식,누룽지
공기밥,한식,공기밥
구운통닭,기타,
구운순살,기타,순살
매콤양념통닭,기타,
매콤양념순살,기타,
간장양념통닭,기타,
간장양념순살,기타,
청양고추매콤양념통닭,기타,
청양고추매콤양념순살,기타,
청양고추간장양념통닭,기타,
청양고추간장양념순살,기타,
마늘통닭,기타,통닭
마늘순살,기타,순살
모짜렐라통닭,기타,
모짜렐라순살,기타,
고구마모짜렐라통닭,기타,
고구마모짜렐라순살,기타,
떡볶이양념통닭,한식,
떡볶이양념순살,한식,
윙봉구이,한식,구이
윙봉매콤양념,기타,
윙봉간장양념,기타,
윙봉마늘,기타,
무뼈닭발+계란찜,한식,계란찜
무뼈닭발,기타,닭발
어묵탕,기타,어묵탕
국물떡볶이,한식,국물떡볶이
국물떡복이_사리,기타,
국물떡복이_치즈,기타,
먹태,기타,먹태
노가리,기타,노가리
새우튀김+감자스틱,한식,
똥집튀김,한식,튀김
은행볶음,한식,볶음
촉촉계란말이,한식,계란말이
아이스황도,기타,황도
아이스망고,기타,망고
계란찜,한식,계란찜
라면,한식,라면
소주(진로),음료류,소주
소주(참이슬),음료류,소주
소주(처음처럼),음료류,소주
맥주(카스),음료류,맥주
맥주(하이트),음료류,맥주
맥주(테라),음료류,맥주
생맥주(300cc),음료류,생맥주
생맥주(500cc),음료류,생맥주
생맥주(1700cc),음료류,생맥주
음료수(500ml),음료류,음료수
음료수(1.25l),음료류,음료수
호두타르트(1개),제과류,
고구마빵(1개),기타,빵
고구마빵(5개),기타,
감자빵(1개),기타,빵
감자빵(5개),기타,
호두초코쿠키,제과류,
에그타르트,제과류,계란
마들렌,제과류,
샤크리스땡,기타,
루텔라파이,제과류,
동물쿠키,제과류,쿠키
버터쿠키,제과류,쿠키
마카롱(1개),제과류,마카롱
마카롱(5개),제과류,마카롱
마카롱(7개),제과류,
과일청(600g),기타,
주문케이크(1호),제과류,
주문케이크(2호),제과류,
주문케이크(3호),제과류,
타르트(3호),제과류,
타르트(4호),제과류,
초콜릿(3D),기타,
초콜릿(생초코),기타,
초콜릿(봉봉),기타,
양갱(10구/BOX),제과류,
양갱(20구/BOX),제과류,
꽃차,음료류,
아메리카노(hot),음료류,아메리카노
아메리카노(Iced),음료류,아메리카노
카레라떼(hot),음료류,
카레라떼(Iced),음료류,
카푸치노(hot),음료류,카푸치노
바닐라라떼(hot),음료류,바닐라라떼
바닐라라떼(Iced),음료류,바닐라라떼
마끼아또(hot),음료류,마끼아또
마끼아또(Iced),음료류,
카페모카(hot),음료류,카페모카
카페모카(Iced),음료류,카페모카
아포가토(Iced),음료류,아포가토
초코라떼(hot),음료류,초코라떼
초코라떼(Iced),음료류,초코라떼
녹차라떼(hot),음료류,녹차라떼
녹차라떼(Iced),음료류,녹차라떼
흑당버블티(hot),음료류,버블티
흑당버블티(Iced),음료류,버블티
흑당녹차버블티(hot),음료류,
흑당녹차버블티(Iced),음료류,
레몬차(hot),음료류,레몬차
복분자차(hot),음료류,복분자
꽃차(hot),음료류,
어린잎개똥쑥발효차(hot),음료류,
아이스티(Iced),음료류,아이스티
젤라또(1컵),기타,
젤라또(3컵),기타,
레몬에이드,음료류,레몬에이드
복분자에이드,음료류,에이드
과일주스,음료류,과일주스
요거트쉐이크,음료류,쉐이크
수제요거트,기타,요거트
아메리카노(hot),음료류,아메리카노
아메리카노(ice),음료류,아메리카노
카페라떼(hot),음료류,카페라떼
카페라떼(Ice),음료류,카페라떼
카푸치노(,음료류,
바닐라라떼(hot),음료류,바닐라라떼
바닐라라떼(ice),음료류,바닐라라떼
마끼아또(hot),음료류,마끼아또
마끼아또(ice),음료류,마끼아또
카페모카(hot),음료류,카페모카
카페모카(ice),음료류,카페모카
아포카토,기타,
초코라떼(hot),음료류,초코라떼
초코라떼(ice),음료류,초코라떼
녹차라떼(hot),음료류,녹차라떼
자몽차,기타,자몽차
레몬차,기타,레몬차
복분자차,음료류,복분자
허브차,음료류,허브차
꽃차,음료류,
아이스티,음료류,아이스티
녹차라떼(ice),음료류,녹차라떼
레몬에이드,음료류,레몬에이드
자몽에이드,음료류,자몽에이드
복분자에이드,음료류,에이드
수제요거트,기타,요거트
조각케이크,제과류,케이크
뽀또치즈,음료류,치즈
돼지바,음료류,돼지고기
블루베리,음료류,블루베리
얼그레이,음료류,얼그레이
쑥떡쑥떡,음료류,
앙버터,음료류,버터
더치커피(500ml),음료류,더치커피
더치커피(200ml),음료류,
에스프레소(HOT),음료류,에스프레소
아메리카노,음료류,아메리카노
카푸치노,음료류,카푸치노
플랫화이트,음료류,플랫화이트
카라멜마끼아또,음료류,카라멜마끼아또
카페모카,음료류,카페모카
카페라뗴,음료류,카페라떼
바닐라라떼,음료류,바닐라라떼
아몬드라떼,음료류,라떼
돌체라뗴(ICE),음료류,
아포카토(ICE),음료류,
더치커피(ICE),음료류,더치커피
더치아인슈패너(ICE),음료류,
까만콩라떼,음료류,
얼룩말초코,음료류,
말차라떼,음료류,말차라떼
그냥우유,음료류,우유
키위,음료류,키위
토마토,음료류,토마토
호두바나나,음료류,바나나
풋풋청귤에이드,음료류,
리얼오렌지에이드,음료류,
상큼레몬에이드,음료류,레몬에이드
톡톡자몽에이드,음료류,자몽에이드
백향과에이드,음료류,에이드
홍시스무디,음료류,스무디
요거딸기스무디,음료류,
요거스무디,음료류,스무디
오레오쉐이크,음료류,쉐이크
로망스다무르,음료류,
폴링인구아바,음료류,
머스캣브리즈,음료류,
페퍼먼트,음료류,
캐모마일,음료류,캐모마일
얼그레이,음료류,얼그레이
수제청(상큼레몬),음료류,
수제청(톡톡자몽),음료류,
수제청(상큼유자),음료류,
수제청(배생강꿀),음료류,
수제청(풋풋청귤),음료류,
쌍화차,음료류,쌍화차
흑당버블밀크티,음료류,밀크티
흑당크림버블밀크티,음료류,
흑당커피라떼,음료류,
패션후르츠곤약버블(ICE),음료류,
청포도곤약버블(ICE),음료류,
자몽곤약버블(ICE),음료류,
아메리카노,음료류,아메리카노
라페라떼,음료류,
바닐라라떼,음료류,바닐라라떼
카라멜마끼아또,음료류,카라멜마끼아또
연유카페라떼,음료류,카페라떼
코코넛카페라떼,음료류,카페라떼
흑임자슈페너,음료류,흑임자
흑임자라떼,음료류,라떼
홍차버블밀크티,음료류,밀크티
쟈스민버블밀크티,음료류,밀크티
장미버블밀크티,음료류,밀크티
타로버블밀크티,음료류,밀크티
녹차버블밀크티,음료류,밀크티
초콜릿버블밀크티,음료류,밀크티
오곡버블밀크티,음료류,밀크티
아사무홍차,음료류,
쟈스민우롱티,음료류,
